id,sentence,target,target_index,target_lemma,target_pos,label
a7s-fragment03_46_17,"We know your mother works at the Royal Victoria Hospital , they told him , we know where your sister works , and there are sectarian killings down there .",know,17,know,VERB,0
a7s-fragment03_46_21,"We know your mother works at the Royal Victoria Hospital , they told him , we know where your sister works , and there are sectarian killings down there .",works,21,work,VERB,0
a7s-fragment03_47_3,‘ They told me they could arrange an ‘ accident ’ .,told,3,tell,VERB,0
a7s-fragment03_47_7,‘ They told me they could arrange an ‘ accident ’ .,arrange,7,arrange,VERB,1
a7s-fragment03_48_3,"And I believed they were capable of murdering my mother , I honestly believe they would have murdered my mother — that 's why I signed the statement . ’",believed,3,believe,VERB,0
a7s-fragment03_48_8,"And I believed they were capable of murdering my mother , I honestly believe they would have murdered my mother — that 's why I signed the statement . ’",murdering,8,murder,VERB,0
a7s-fragment03_48_14,"And I believed they were capable of murdering my mother , I honestly believe they would have murdered my mother — that 's why I signed the statement . ’",believe,14,believe,VERB,0
a7s-fragment03_48_18,"And I believed they were capable of murdering my mother , I honestly believe they would have murdered my mother — that 's why I signed the statement . ’",murdered,18,murder,VERB,0
a7s-fragment03_48_26,"And I believed they were capable of murdering my mother , I honestly believe they would have murdered my mother — that 's why I signed the statement . ’",signed,26,sign,VERB,0
a7s-fragment03_49_4,The account he gave just after his release was that the threat had been that a British soldier might ‘ accidentally ’ shoot one of the women .,gave,4,give,VERB,1
a7s-fragment03_50_10,"A few months ago even , this would have seemed improbable .",seemed,10,seem,VERB,0
a7s-fragment03_51_4,You might have assumed this was the police bluffing and bullying .,assumed,4,assume,VERB,1
a7s-fragment03_52_2,"Yet given what we have learned about links between the security services and the Loyalist paramilitaries in Northern Ireland , and the deep suspicion about surrogate murders , you ca n't shrug off the shiver Conlon 's words bring .",given,2,give,VERB,0
a7s-fragment03_52_6,"Yet given what we have learned about links between the security services and the Loyalist paramilitaries in Northern Ireland , and the deep suspicion about surrogate murders , you ca n't shrug off the shiver Conlon 's words bring .",learned,6,learn,VERB,0
a7s-fragment03_52_32,"Yet given what we have learned about links between the security services and the Loyalist paramilitaries in Northern Ireland , and the deep suspicion about surrogate murders , you ca n't shrug off the shiver Conlon 's words bring .",shrug,32,shrug,VERB,1
a7s-fragment03_52_35,"Yet given what we have learned about links between the security services and the Loyalist paramilitaries in Northern Ireland , and the deep suspicion about surrogate murders , you ca n't shrug off the shiver Conlon 's words bring .",shiver,35,shiver,NOUN,0
a7s-fragment03_52_39,"Yet given what we have learned about links between the security services and the Loyalist paramilitaries in Northern Ireland , and the deep suspicion about surrogate murders , you ca n't shrug off the shiver Conlon 's words bring .",bring,39,bring,VERB,1
a7s-fragment03_53_3,"There were daunting moments in last night 's First Tuesday ( Yorkshire ) , but few of them matched that hint of a jackboot under the blue serge .",daunting,3,daunting,ADJ,0
a7s-fragment03_53_19,"There were daunting moments in last night 's First Tuesday ( Yorkshire ) , but few of them matched that hint of a jackboot under the blue serge .",matched,19,match,VERB,1
a7s-fragment03_54_9,"It 's right that the Guildford Four have told their stories now to Grant McKee and Ros Franey and First Tuesday , the programme and the producers who dug away , and did much to keep the case alive .",told,9,tell,VERB,0
a7s-fragment03_54_29,"It 's right that the Guildford Four have told their stories now to Grant McKee and Ros Franey and First Tuesday , the programme and the producers who dug away , and did much to keep the case alive .",dug,29,dig,VERB,1
a7s-fragment03_54_36,"It 's right that the Guildford Four have told their stories now to Grant McKee and Ros Franey and First Tuesday , the programme and the producers who dug away , and did much to keep the case alive .",keep,36,keep,VERB,1
a7s-fragment03_55_3,"And they told it without on-screen questioning , though the programme is skilfully structured to give it a coherence it might have lacked .",told,3,tell,VERB,0
a7s-fragment03_55_7,"And they told it without on-screen questioning , though the programme is skilfully structured to give it a coherence it might have lacked .",questioning,7,questioning,NOUN,0
a7s-fragment03_55_14,"And they told it without on-screen questioning , though the programme is skilfully structured to give it a coherence it might have lacked .",structured,14,structure,VERB,0
a7s-fragment03_55_16,"And they told it without on-screen questioning , though the programme is skilfully structured to give it a coherence it might have lacked .",give,16,give,VERB,1
a7s-fragment03_55_23,"And they told it without on-screen questioning , though the programme is skilfully structured to give it a coherence it might have lacked .",lacked,23,lack,VERB,0
a7s-fragment03_57_4,You have to hope that its blankness will slowly dissolve and let life in .,hope,4,hope,VERB,0
a7s-fragment03_57_10,You have to hope that its blankness will slowly dissolve and let life in .,dissolve,10,dissolve,VERB,1
a7s-fragment03_57_12,You have to hope that its blankness will slowly dissolve and let life in .,let,12,let,VERB,1
a7s-fragment03_58_7,Just once a couple of tears rolled down .,rolled,7,roll,VERB,0
a7s-fragment03_59_5,"It was when she described seeing film of the results of the bombing on television , and thinking : ‘ They think I did that ! ’",described,5,describe,VERB,0
a7s-fragment03_59_6,"It was when she described seeing film of the results of the bombing on television , and thinking : ‘ They think I did that ! ’",seeing,6,see,VERB,0
a7s-fragment03_59_22,"It was when she described seeing film of the results of the bombing on television , and thinking : ‘ They think I did that ! ’",think,22,think,VERB,0
a7s-fragment03_60_2,Armstrong seems the least permanently damaged on the surface .,seems,2,seem,VERB,0
a7s-fragment03_60_6,Armstrong seems the least permanently damaged on the surface .,damaged,6,damaged,ADJ,1
a7s-fragment03_61_2,"He pays tribute to his treatment at Gartree prison , he apologises to the bomb victims ' families that they have had to keep reminding them of their loss : ‘ But we had to fight for our freedom . ’",pays,2,pay,VERB,1
a7s-fragment03_61_12,"He pays tribute to his treatment at Gartree prison , he apologises to the bomb victims ' families that they have had to keep reminding them of their loss : ‘ But we had to fight for our freedom . ’",apologises,12,apologise,VERB,0
a7s-fragment03_61_24,"He pays tribute to his treatment at Gartree prison , he apologises to the bomb victims ' families that they have had to keep reminding them of their loss : ‘ But we had to fight for our freedom . ’",keep,24,keep,VERB,0
a7s-fragment03_61_25,"He pays tribute to his treatment at Gartree prison , he apologises to the bomb victims ' families that they have had to keep reminding them of their loss : ‘ But we had to fight for our freedom . ’",reminding,25,remind,VERB,0
a7s-fragment03_61_36,"He pays tribute to his treatment at Gartree prison , he apologises to the bomb victims ' families that they have had to keep reminding them of their loss : ‘ But we had to fight for our freedom . ’",fight,36,fight,VERB,1
a7s-fragment03_62_2,"Hill expresses the way time has cheated them : his daughter was born while he was remanded in custody , and is now 14 : ‘ She would change dramatically and I did n't feel a change in myself mentally .",expresses,2,express,VERB,1
a7s-fragment03_62_7,"Hill expresses the way time has cheated them : his daughter was born while he was remanded in custody , and is now 14 : ‘ She would change dramatically and I did n't feel a change in myself mentally .",cheated,7,cheat,VERB,1
a7s-fragment03_62_13,"Hill expresses the way time has cheated them : his daughter was born while he was remanded in custody , and is now 14 : ‘ She would change dramatically and I did n't feel a change in myself mentally .",born,13,bear,VERB,0
a7s-fragment03_62_17,"Hill expresses the way time has cheated them : his daughter was born while he was remanded in custody , and is now 14 : ‘ She would change dramatically and I did n't feel a change in myself mentally .",remanded,17,remand,VERB,0
a7s-fragment03_62_29,"Hill expresses the way time has cheated them : his daughter was born while he was remanded in custody , and is now 14 : ‘ She would change dramatically and I did n't feel a change in myself mentally .",change,29,change,VERB,1
a7s-fragment03_62_35,"Hill expresses the way time has cheated them : his daughter was born while he was remanded in custody , and is now 14 : ‘ She would change dramatically and I did n't feel a change in myself mentally .",feel,35,feel,VERB,1
a7s-fragment03_64_3,Nothing 's happened to me .,happened,3,happen,VERB,0
a7s-fragment03_65_4,I have n't lived . ’,lived,4,live,VERB,0
a7s-fragment03_66_16,"But again it was Conlon , the slightly wild-eyed Irish poet of the quartet , articulate , flamboyant — remember that extraordinary exit through the front door of the Old Bailey — who cut deep into the collective conscience .",articulate,16,articulate,ADJ,0
a7s-fragment03_66_20,"But again it was Conlon , the slightly wild-eyed Irish poet of the quartet , articulate , flamboyant — remember that extraordinary exit through the front door of the Old Bailey — who cut deep into the collective conscience .",remember,20,remember,VERB,0
a7s-fragment03_66_34,"But again it was Conlon , the slightly wild-eyed Irish poet of the quartet , articulate , flamboyant — remember that extraordinary exit through the front door of the Old Bailey — who cut deep into the collective conscience .",cut,34,cut,VERB,1
